politician,polltype,subgroup,start_date,end_date,pollster_rating_name,sample_size,raw_sample_size,population,weight,approve,disapprove,approve_adjusted,disapprove_adjusted,tracking,url,poll_id,question_id,created_at,timestamp,pollster_rating_id,subpopulation
Joe Biden,potus-approve,All polls,12/12/2022,12/13/2022,Ipsos,1005,1005,a,0.579565114,39.31,55.5,38.70499099,55.59073048,NA,https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81820,166226,12/13/2022,2023-11-10T14:34:52Z,154,NA
Joe Biden,potus-approve,All polls,12/9/2022,12/12/2022,Beacon Research/Shaw & Co. Research,1005,1005,rv,0.819628845,44,56,41.31540737,54.2041853,NA,https://www.foxnews.com/official-polls/fox-news-poll-americans-down-economy-hopeful-country,81832,166332,12/14/2022,2023-11-10T14:34:52Z,103,NA
Joe Biden,potus-approve,All polls,12/8/2022,12/12/2022,Quinnipiac University,1614,1614,a,1.038690043,40,50,43.82756237,48.93794908,NA,https://poll.qu.edu/poll-release?releaseid=3863,81830,166312,12/14/2022,2023-11-10T14:34:52Z,267,NA
Joe Biden,potus-approve,All polls,12/8/2022,12/12/2022,Monmouth University Polling Institute,805,805,a,0.733554091,42,50,43.02187106,50.012729,NA,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_121422/,81829,166298,12/14/2022,2023-11-10T14:34:52Z,215,NA
Joe Biden,potus-approve,All polls,12/9/2022,12/12/2022,Morning Consult,2005,2005,rv,0.559978583,44,53,41.85022411,53.59726473,NA,https://morningconsult.com/2022/12/14/republicans-oppose-griner-bout-prisoner-exchange-with-russia/,81821,166235,12/14/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,12/7/2022,12/11/2022,Suffolk University,1000,1000,rv,0.817587425,44.8,52.1,45.35964465,49.83733814,NA,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2022/12_27_2022_final_marginals.pdf,81807,166297,12/14/2022,2023-11-10T14:34:52Z,323,NA
Joe Biden,potus-approve,All polls,12/4/2022,12/10/2022,Morning Consult,7164,45000,a,1.058502815,42,51,40.85022411,52.27166628,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,81838,166388,12/15/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,12/8/2022,12/10/2022,Morning Consult,2213,2213,a,0.588308246,44,50,42.85022411,51.27166628,NA,https://morningconsult.com/2022/12/15/avatar-sequel-movie-theater-viewership/,81834,166384,12/15/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,12/7/2022,12/9/2022,Morning Consult,2214,2214,a,0.588441152,43,51,41.85022411,52.27166628,NA,https://www.nbcwashington.com/news/politics/2024-presidential-primary-poll-majority-of-americans-satisfied-with-iowa-new-hampshire-batting-leadoff/3232473/,81824,166264,12/14/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,12/7/2022,12/9/2022,TIPP Insights,1351,1351,a,0.950302513,40,49,40.03053586,54.08430198,NA,https://www.investors.com/politics/biden-approval-rating-slips-as-gas-prices-fall-but-younger-adults-turn-cool/,81804,166190,12/12/2022,2023-11-10T14:34:52Z,144,NA
Joe Biden,potus-approve,All polls,12/6/2022,12/8/2022,Marist College,1312,1312,a,0.936485637,43,48,43.03067336,48.94339705,NA,https://maristpoll.marist.edu/polls/a-new-session-of-congress/,81833,166371,12/15/2022,2023-11-10T14:34:52Z,183,NA
Joe Biden,potus-approve,All polls,12/6/2022,12/8/2022,Rasmussen Reports,1500,1500,lv,0.500668003,50,49,48.88480563,45.87489544,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81799,166175,12/9/2022,2023-11-10T14:34:52Z,277,NA
Joe Biden,potus-approve,All polls,12/3/2022,12/7/2022,Fabrizio Lee & Associates/Impact Research,1500,1500,rv,1.001336006,42,56,41.01375707,53.49801305,NA,https://www.wsj.com/articles/ron-desantis-holds-early-lead-over-donald-trump-among-gop-primary-voters-wsj-poll-shows-11670989311?mod=hp_lead_pos5,81823,166237,12/14/2022,2023-11-10T14:34:52Z,694,NA
Joe Biden,potus-approve,All polls,12/1/2022,12/7/2022,SSRS,1208,1208,a,0.728717157,46,54,44.50909323,51.07980347,NA,https://www.cnn.com/2022/12/09/politics/cnn-poll-state-country-economy/index.html,81795,166152,12/9/2022,2023-11-10T14:34:52Z,297,NA
Joe Biden,potus-approve,All polls,12/5/2022,12/6/2022,Ipsos,1004,1004,a,0.579276702,37.84,55.96,37.23499099,56.05073048,NA,https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81781,166104,12/7/2022,2023-11-10T14:34:52Z,154,NA
Joe Biden,potus-approve,All polls,12/3/2022,12/6/2022,YouGov,1500,1500,a,0.578121613,42,51,42.01152528,51.6618537,NA,https://docs.cdn.yougov.com/dshfq4wqyr/econtoplines.pdf,81769,166001,12/7/2022,2023-11-10T14:34:52Z,391,NA
Joe Biden,potus-approve,All polls,12/2/2022,12/5/2022,Benenson Strategy Group,1001,1001,a,0.817996117,45,55,43.25593107,54.01580756,NA,https://ac32b1ba-8f5b-411f-91ab-b7ae9a046606.usrfiles.com/ugd/ac32b1_e3a87e29953a4769960d8c173ac77a6c.pdf,81968,167079,1/11/2023,2023-11-10T14:34:52Z,30,NA
Joe Biden,potus-approve,All polls,12/1/2022,12/5/2022,AP-NORC,1124,1124,a,0.866796919,43,55,40.76047761,52.65171071,NA,https://apnorc.org/projects/negativity-about-the-president-economy-and-direction-of-the-country-persists/,81793,166124,12/8/2022,2023-11-10T14:34:52Z,397,NA
Joe Biden,potus-approve,All polls,12/5/2022,12/5/2022,Redfield & Wilton Strategies,1500,1500,rv,1.001336006,41,45,42.84596707,51.97624053,NA,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-5-december-2022/,81772,166051,12/7/2022,2023-11-10T14:34:52Z,562,NA
Joe Biden,potus-approve,All polls,12/2/2022,12/5/2022,Morning Consult,1989,1989,rv,0.576529586,43,54,40.85022411,54.59726473,NA,https://subscriber.politicopro.com/newsletter/2022/12/who-supports-the-payment-pause-00072673,81770,166003,12/7/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,12/1/2022,12/5/2022,YouGov,1635,1635,a,0.603576683,42,52,42.01152528,52.6618537,NA,https://news.yahoo.com/poll-de-santis-surges-to-5-point-lead-over-weakened-trump-in-2024-primary-matchup-100022596.html,81768,166126,12/8/2022,2023-11-10T14:34:52Z,391,NA
Joe Biden,potus-approve,All polls,12/1/2022,12/5/2022,Rasmussen Reports,1500,1500,lv,0.578121613,44,54,42.88480563,50.87489544,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81763,165973,12/6/2022,2023-11-10T14:34:52Z,277,NA
Joe Biden,potus-approve,All polls,11/27/2022,12/3/2022,Morning Consult,7164,45000,a,1.058502815,41,51,39.85022411,52.27166628,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,81788,166119,12/8/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/9/2022,12/2/2022,Gallup,1020,1020,a,0.825722824,40,55,39.87637083,53.24708092,NA,https://news.gallup.com/poll/406421/biden-congress-job-ratings-unchanged-midterm-elections.aspx,81794,166125,12/8/2022,2023-11-10T14:34:52Z,112,NA
Joe Biden,potus-approve,All polls,11/30/2022,12/2/2022,Big Village,1005,1005,a,0.819628845,41.2,50.8,42.18052906,52.13349054,NA,https://s3.amazonaws.com/cdn.big-village.com/big-village/2022/12/Big-Village-Politics-Poll-12.02.22.pdf,81765,165975,12/6/2022,2023-11-10T14:34:52Z,37,NA
Joe Biden,potus-approve,All polls,11/29/2022,12/1/2022,Morning Consult,2211,2211,a,0.588042344,42,54,40.85022411,55.27166628,NA,https://morningconsult.com/2022/12/14/favorite-talk-show-hosts-fallon-barrymore/,81822,166236,12/14/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/26/2022,11/30/2022,Hart Research Associates/Public Opinion Strategies,801,801,a,0.731729327,41,54,41.33412319,53.54814947,NA,https://www.cnbc.com/2022/12/09/majority-of-americans-dont-want-biden-or-trump-to-run-again-in-2024-cnbc-survey-shows.html,81800,166176,12/9/2022,2023-11-10T14:34:52Z,221,NA
Joe Biden,potus-approve,All polls,11/28/2022,11/30/2022,Rasmussen Reports,1500,1500,lv,0.578121613,43,56,41.88480563,52.87489544,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81737,165913,12/1/2022,2023-11-10T14:34:52Z,277,NA
Joe Biden,potus-approve,All polls,11/26/2022,11/29/2022,YouGov,1500,1500,a,0.70805148,39.37,50.38,39.38152528,51.0418537,NA,https://today.yougov.com/topics/politics/articles-reports/2022/11/30/politics-economist-yougov-poll-november-26-29-2022,81724,165800,11/30/2022,2023-11-10T14:34:52Z,391,NA
Joe Biden,potus-approve,All polls,11/28/2022,11/29/2022,Ipsos,1005,1005,a,0.579565114,40.4,54.79,39.79499099,54.88073048,NA,https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81723,165791,11/29/2022,2023-11-10T14:34:52Z,154,NA
Joe Biden,potus-approve,All polls,11/25/2022,11/27/2022,Leger,1003,1003,a,0.818812888,45,53,44.03356646,51.87890248,NA,https://leger360.com/surveys/joe-biden-and-kamala-harris-approval-ratings-december-6-2022/,81767,165991,12/7/2022,2023-11-10T14:34:52Z,572,NA
Joe Biden,potus-approve,All polls,11/21/2022,11/27/2022,Rasmussen Reports,1500,1500,lv,0.578121613,45,54,43.88480563,50.87489544,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81718,165780,11/28/2022,2023-11-10T14:34:52Z,277,NA
Joe Biden,potus-approve,All polls,11/20/2022,11/26/2022,Morning Consult,7164,45000,a,1.058502815,41,52,39.85022411,53.27166628,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,81730,165842,12/1/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,10/26/2022,11/25/2022,Cornell University Collaborative Midterm Survey,7164,19957,a,1.360249949,45,54,42.74311132,53.58314294,NA,https://socialsciences.cornell.edu/funding-programs/2022-collaborative-midterm-survey,82014,167358,1/23/2023,2023-11-10T14:34:52Z,752,NA
Joe Biden,potus-approve,All polls,11/15/2022,11/22/2022,Marquette University Law School,1004,1004,a,0.819220968,45,55,43.26000596,51.99886847,NA,https://law.marquette.edu/poll/wp-content/uploads/2022/12/MLSPSC11PressRelease_NationalIssues.pdf,81725,165850,12/1/2022,2023-11-10T14:34:52Z,195,NA
Joe Biden,potus-approve,All polls,11/21/2022,11/22/2022,Ipsos,1002,1002,a,0.578699445,37,57,36.39499099,57.09073048,NA,https://www.ipsos.com/en-us/news-polls/ipsos-core-political-presidential-approval-tracker-11232022,81715,165775,11/27/2022,2023-11-10T14:34:52Z,154,NA
Joe Biden,potus-approve,All polls,11/19/2022,11/22/2022,YouGov,1500,1500,a,0.70805148,43,47,43.01152528,47.6618537,NA,https://docs.cdn.yougov.com/5wsputvmjl/econtoplines.pdf,81706,165746,11/23/2022,2023-11-10T14:34:52Z,391,NA
Joe Biden,potus-approve,All polls,11/18/2022,11/22/2022,The Bullfinch Group,1200,1200,a,0.895622151,44,53,41.87772263,54.3577649,NA,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q4-nationwide-survey-1,81704,165705,11/22/2022,2023-11-10T14:34:52Z,692,NA
Joe Biden,potus-approve,All polls,11/17/2022,11/21/2022,Global Strategy Group/GBAO (Navigator Research),999,999,rv,0.577832479,44,55,42.62789904,53.46515112,NA,https://navigatorresearch.org/a-majority-of-americans-feel-uneasy-about-the-state-of-american-democracy/,81755,165944,12/5/2022,2023-11-10T14:34:52Z,413,NA
Joe Biden,potus-approve,All polls,11/18/2022,11/21/2022,Morning Consult,1994,1994,rv,0.55844037,42,56,39.85022411,56.59726473,NA,https://morningconsult.com/2022/11/22/gop-election-confidence-trust-post-midterms/,81697,165609,11/22/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/18/2022,11/20/2022,Morning Consult,2018,2018,rv,0.561791042,42,56,39.85022411,56.59726473,NA,https://www.politico.com/f/?id=00000184-a2ea-d1d1-ad8d-affbe2e40000,81705,165709,11/23/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/16/2022,11/20/2022,Quinnipiac University,1589,1589,a,1.030614271,36,54,39.82756237,52.93794908,NA,https://poll.qu.edu/poll-release?releaseid=3862,81701,165630,11/22/2022,2023-11-10T14:34:52Z,267,NA
Joe Biden,potus-approve,All polls,11/17/2022,11/20/2022,American Research Group,1100,1100,a,0.857492926,41,54,39.98754612,54.52888729,NA,https://americanresearchgroup.com/,81692,165591,11/21/2022,2023-11-10T14:34:52Z,9,NA
Joe Biden,potus-approve,All polls,11/16/2022,11/20/2022,Rasmussen Reports,1500,1500,lv,0.484350618,45,54,43.88480563,50.87489544,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81691,165590,11/21/2022,2023-11-10T14:34:52Z,277,NA
Joe Biden,potus-approve,All polls,11/13/2022,11/19/2022,Morning Consult,7164,45000,a,1.058502815,42,51,40.85022411,52.27166628,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,81711,165771,11/27/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/17/2022,11/19/2022,Echelon Insights,1036,1036,rv,0.832173881,43,55,41.08363423,53.80313254,NA,https://echeloninsights.com/in-the-news/november-omnibus/,81702,165632,11/22/2022,2023-11-10T14:34:52Z,407,NA
Joe Biden,potus-approve,All polls,11/17/2022,11/19/2022,Morning Consult,2210,2210,a,0.587909348,45,51,43.85022411,52.27166628,NA,https://morningconsult.com/2022/11/22/gop-election-confidence-trust-post-midterms/,81696,165608,11/22/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/18/2022,11/19/2022,Emerson College,1380,1380,rv,0.7874803,38.7,52.3,38.15781342,54.83992021,NA,https://emersoncollegepolling.com/national-poll-bidens-approval-recovers-two-years-into-term-trump-maintains-lead-over-desantis-in-gop-primary/,81694,165607,11/22/2022,2023-11-10T14:34:52Z,88,NA
Joe Biden,potus-approve,All polls,11/16/2022,11/18/2022,Big Village,1008,1008,a,0.580429492,40.4,50.9,41.38052906,52.23349054,NA,https://big-village.com/public-opinion-polling/,81766,165990,12/7/2022,2023-11-10T14:34:52Z,37,NA
Joe Biden,potus-approve,All polls,11/16/2022,11/17/2022,Morning Consult,2215,2215,a,0.588574028,44,52,42.85022411,53.27166628,NA,https://morningconsult.com/2022/11/28/holiday-marketing-timing-november/,81716,165778,11/28/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/16/2022,11/17/2022,Harris Insights & Analytics,2212,2212,rv,1.215980931,43,54,40.37972414,53.85174531,NA,https://harvardharrispoll.com/wp-content/uploads/2022/11/HHP_Nov2022_KeyResults.pdf,81690,165573,11/18/2022,2023-11-10T14:34:52Z,133,NA
Joe Biden,potus-approve,All polls,11/17/2022,11/17/2022,Redfield & Wilton Strategies,1500,1500,rv,1.001336006,40,46,41.84596707,52.97624053,NA,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-17-november-2022/,81688,165546,11/18/2022,2023-11-10T14:34:52Z,562,NA
Joe Biden,potus-approve,All polls,11/14/2022,11/16/2022,Marist College,1296,1296,a,0.930757842,42,54,42.03067336,54.94339705,NA,https://maristpoll.marist.edu/polls/a-look-to-2024/,81689,165562,11/18/2022,2023-11-10T14:34:52Z,183,NA
Joe Biden,potus-approve,All polls,11/9/2022,11/15/2022,Morning Consult,2326,2326,a,0.603141323,44,51,42.85022411,52.27166628,NA,https://morningconsult.com/2022/12/01/covid-19-vaccines-booster-shot-survey-data/,81735,165849,12/1/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/14/2022,11/15/2022,Ipsos,1005,1005,a,0.409702179,37.2,57.22,36.59499099,57.31073048,NA,https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81671,165501,11/16/2022,2023-11-10T14:34:52Z,154,NA
Joe Biden,potus-approve,All polls,11/13/2022,11/15/2022,YouGov,1500,1500,a,0.578121613,42.5,49.94,42.51152528,50.6018537,NA,https://today.yougov.com/topics/politics/articles-reports/2022/11/16/politics-elections-economist-yougov-poll-nov-2022,81670,165475,11/16/2022,2023-11-10T14:34:52Z,391,NA
Joe Biden,potus-approve,All polls,11/13/2022,11/15/2022,Rasmussen Reports,1500,1500,lv,0.484350618,45,53,43.88480563,49.87489544,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81669,165474,11/16/2022,2023-11-10T14:34:52Z,277,NA
Joe Biden,potus-approve,All polls,11/1/2022,11/14/2022,Global Strategy Group/GBAO (Navigator Research),5013,5013,lv,1.360249949,43,56,41.03588494,54.7015485,NA,https://navigatorresearch.org/survey-of-2022-midterm-voters-issue-dimensions-of-the-2022-midterm-electorate/,81960,167025,1/10/2023,2023-11-10T14:34:52Z,413,NA
Joe Biden,potus-approve,All polls,11/9/2022,11/14/2022,Morning Consult,2209,2209,a,0.587776322,44,51,42.85022411,52.27166628,NA,NA,81683,165539,11/17/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/10/2022,11/14/2022,Morning Consult,1983,1983,rv,0.556897907,43,54,40.85022411,54.59726473,NA,https://assets.morningconsult.com/wp-uploads/2022/11/16123024/2211089_crosstabs_POLITICO_RVs_v2_111622_SH.pdf,81665,165512,11/16/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/10/2022,11/13/2022,Morning Consult,2008,2008,rv,0.560397363,43,55,40.85022411,55.59726473,NA,https://morningconsult.com/2022/11/15/gop-voters-increasingly-see-midterm-elections-as-free-and-fair/,81664,165427,11/15/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/11/2022,11/13/2022,Leger,1007,1007,a,0.820443991,42,55,41.03356646,53.87890248,NA,https://leger360.com/surveys/legers-north-american-tracker-november-15-2022/,81663,165426,11/15/2022,2023-11-10T14:34:52Z,572,NA
Joe Biden,potus-approve,All polls,11/10/2022,11/12/2022,OnMessage Inc.,800,800,rv,0.731272424,44,54,42.45728254,53.32728263,NA,https://senopportunity.org/wp-content/uploads/2022/11/2022-11-33-PUBLIC-DECK-National-SOF.pdf,81703,165704,11/22/2022,2023-11-10T14:34:52Z,239,NA
Joe Biden,potus-approve,All polls,11/6/2022,11/12/2022,Morning Consult,7164,45000,a,1.058502815,42,51,40.85022411,52.27166628,TRUE,NA,81679,165535,11/17/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/10/2022,11/12/2022,Morning Consult,2210,2210,a,0.587909348,46,50,44.85022411,51.27166628,NA,https://morningconsult.com/2022/11/15/gop-voters-increasingly-see-midterm-elections-as-free-and-fair/,81667,165428,11/15/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/9/2022,11/11/2022,Zogby Analytics,2004,2004,rv,1.157398891,45.1,53.4,40.96251295,55.74711606,NA,https://zogbyanalytics.com/news/1182-the-zogby-poll-biden-has-a-slight-bounce-in-approval-rating,81721,165790,11/29/2022,2023-11-10T14:34:52Z,395,NA
Joe Biden,potus-approve,All polls,11/8/2022,11/10/2022,Rasmussen Reports,1500,1500,lv,0.484350618,45,54,43.88480563,50.87489544,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81651,165399,11/11/2022,2023-11-10T14:34:52Z,277,NA
Joe Biden,potus-approve,All polls,11/9/2022,11/10/2022,Big Village,1006,1006,a,0.473448305,41.4,51.9,42.38052906,53.23349054,NA,https://big-village.com/public-opinion-polling/,81649,165381,11/11/2022,2023-11-10T14:34:52Z,37,NA
Joe Biden,potus-approve,All polls,11/8/2022,11/9/2022,Rasmussen Reports,1767,1767,lv,0.543403564,47,53,45.88480563,49.87489544,NA,https://www.rasmussenreports.com/public_content/politics/partner_surveys/midterms_2022_consensus_emerges_to_bring_immigration_under_control,81746,165932,12/2/2022,2023-11-10T14:34:52Z,277,NA
Joe Biden,potus-approve,All polls,10/22/2022,11/8/2022,Edison Research,7164,18571,lv,1.360249949,44,55,41.59749228,53.94117855,NA,https://www.cnn.com/election/2022/exit-polls/national-results/house,81751,165938,12/2/2022,2023-11-10T14:34:52Z,739,NA
Joe Biden,potus-approve,All polls,11/3/2022,11/8/2022,YouGov,3933,3933,lv,0.784289141,44,56,42.41951118,56.22384954,NA,https://www.cbsnews.com/news/2022-midterms-election-influencers-voters-poll/,81750,165937,12/2/2022,2023-11-10T14:34:52Z,391,NA
Joe Biden,potus-approve,All polls,11/6/2022,11/8/2022,GQR,1000,1000,rv,0.817587425,43,54,39.26708986,53.56644745,NA,https://democracycorps.com/national-surveys/duh-its-the-economy-stupid/,81674,165528,11/16/2022,2023-11-10T14:34:52Z,126,NA
Joe Biden,potus-approve,All polls,11/8/2022,11/8/2022,Public Opinion Strategies,1600,1600,lv,0.731272424,41,55,37.88444704,53.67095657,NA,https://pos.org/public-opinion-strategies-election-night-poll-take-away-points/,81637,165366,11/9/2022,2023-11-10T14:34:52Z,260,NA
Joe Biden,potus-approve,All polls,11/4/2022,11/7/2022,Change Research,2015,2015,lv,1.160571038,45,55,43.79835632,51.2448266,NA,NA,81685,165541,11/17/2022,2023-11-10T14:34:52Z,48,NA
Joe Biden,potus-approve,All polls,10/26/2022,11/7/2022,African American Research Collaborative,7164,12208,lv,0.565522675,50,50,43.62568389,52.27574826,NA,https://www.unidosus.org/press-releases/poll-economy-abortion-immigration-climate-change-influenced-latino-voters/,81650,165393,11/11/2022,2023-11-10T14:34:52Z,733,NA
Joe Biden,potus-approve,All polls,11/2/2022,11/7/2022,Morning Consult,3980,3980,rv,0.788961416,42,55,39.85022411,55.59726473,NA,https://morningconsult.com/2022/11/10/decreasing-gop-primary-support-trump-2024-survey/,81646,165455,11/15/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/3/2022,11/7/2022,Rasmussen Reports,1500,1500,lv,0.500668003,42,57,40.88480563,53.87489544,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81630,165327,11/8/2022,2023-11-10T14:34:52Z,277,NA
Joe Biden,potus-approve,All polls,11/4/2022,11/7/2022,Ipsos,1004,1004,a,0.472977446,38.55,56.56,37.94499099,56.65073048,NA,https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81621,165277,11/7/2022,2023-11-10T14:34:52Z,154,NA
Joe Biden,potus-approve,All polls,11/5/2022,11/7/2022,AtlasIntel,1013,1013,a,0.521438418,36.2,53.3,38.33560779,53.36445241,NA,https://atlasintel.org/poll/usa-national-2022-11-07,81616,165252,11/7/2022,2023-11-10T14:34:52Z,546,NA
Joe Biden,potus-approve,All polls,11/5/2022,11/7/2022,TIPP Insights,1359,1359,a,0.953111987,41,49,41.03053586,54.08430198,NA,https://www.investors.com/politics/biden-approval-rating-economy-weigh-on-democrats-midterm-election-hopes/,81580,165127,11/7/2022,2023-11-10T14:34:52Z,144,NA
Joe Biden,potus-approve,All polls,11/4/2022,11/6/2022,Morning Consult,2210,2210,a,0.587909348,41,53,39.85022411,54.27166628,NA,https://morningconsult.com/2022/11/10/commanders-fans-dan-snyder-sell-team/,81645,165374,11/10/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/4/2022,11/6/2022,Trafalgar Group,1099,1099,lv,0.606063391,40.3,57.7,42.59369588,53.34745289,NA,https://www.thetrafalgargroup.org/news/nat-biden-approval-1107/,81622,165287,11/7/2022,2023-11-10T14:34:52Z,338,NA
Joe Biden,potus-approve,All polls,11/3/2022,11/6/2022,YouGov,1500,1500,a,0.484350618,42,51,42.01152528,51.6618537,NA,https://docs.cdn.yougov.com/2fp36kbnpx/econtoplines.pdf,81591,165152,11/7/2022,2023-11-10T14:34:52Z,391,NA
Joe Biden,potus-approve,All polls,10/30/2022,11/5/2022,Morning Consult,7164,45000,a,1.058502815,42,52,40.85022411,53.27166628,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,81641,165370,11/10/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/4/2022,11/5/2022,Morning Consult,2005,2005,rv,0.559978583,42,55,39.85022411,55.59726473,NA,https://www.politico.com/news/2022/11/07/voters-blame-democrats-poor-economy-inflation-00065325,81597,165193,11/7/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/3/2022,11/5/2022,Hart Research Associates/Public Opinion Strategies,1000,1000,rv,0.817587425,44,53,43.33412319,51.87374793,NA,https://www.nbcnews.com/meet-the-press/first-read/nbc-news-poll-democrats-catch-gop-enthusiasm-rcna55859,81567,165081,11/6/2022,2023-11-10T14:34:52Z,221,NA
Joe Biden,potus-approve,All polls,11/3/2022,11/4/2022,Morning Consult,2210,2210,a,0.587909348,44,52,42.85022411,53.27166628,NA,https://morningconsult.com/2022/11/08/gop-voters-midterm-election-trust-data/,81631,165328,11/8/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,11/2/2022,11/4/2022,Big Village,1009,1009,a,0.474153717,39.7,51.5,40.68052906,52.83349054,NA,https://big-village.com/public-opinion-polling/,81526,164973,11/4/2022,2023-11-10T14:34:52Z,37,NA
Joe Biden,potus-approve,All polls,10/31/2022,11/2/2022,Premise,1540,1540,a,0.421818738,35,57,40.54637141,54.73637267,NA,https://www.premise.com/blog/premise-poll-midterm-elections/,81635,165332,11/9/2022,2023-11-10T14:34:52Z,709,NA
Joe Biden,potus-approve,All polls,10/31/2022,11/2/2022,Morning Consult,2217,2217,a,0.58883969,42,54,40.85022411,55.27166628,NA,https://morningconsult.com/2022/11/09/black-panther-recast-chadwick-boseman/,81634,165331,11/9/2022,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,10/30/2022,11/2/2022,ABC News/The Washington Post,1005,1005,a,0.819628845,41,53,42.58936364,52.12208964,NA,https://abcnews.go.com/Politics/economic-discontent-fuels-gop-hopes-midterms-draw-close/story?id=92679694&mc_cid=9b9e5c0c66&mc_eid=UNIQID,81566,165079,11/6/2022,2023-11-10T14:34:52Z,3,NA
Joe Biden,potus-approve,All polls,11/2/2022,11/2/2022,Redfield & Wilton Strategies,1500,1500,rv,1.001336006,39,46,40.84596707,52.97624053,NA,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-2-november-2022/,81527,165003,11/4/2022,2023-11-10T14:34:52Z,562,NA
Joe Biden,potus-approve,All polls,10/31/2022,11/2/2022,Rasmussen Reports,1500,1500,lv,0.500668003,44,55,42.88480563,51.87489544,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81472,164828,11/3/2022,2023-11-10T14:34:52Z,277,NA
Joe Biden,potus-approve,All polls,10/31/2022,11/2/2022,Big Village,1006,1006,a,0.579853384,41.2,51.9,42.18052906,53.23349054,NA,https://big-village.com/public-opinion-polling/,81461,164775,11/2/2022,2023-11-10T14:34:52Z,37,NA
Joe Biden,potus-approve,All polls,10/29/2022,11/1/2022,YouGov,1500,1500,a,0.484350618,41.9,49.92,41.91152528,50.5818537,NA,https://today.yougov.com/topics/politics/articles-reports/2022/11/02/politics-elections-economist-yougov-poll-oct-2022,81444,164704,11/2/2022,2023-11-10T14:34:52Z,391,NA
